height,next_block_mean_fee,hour_mean_fee,six_hour_mean_fee,day_mean_fee,time_btwn_blocks,next_block_sat/vB,hour_block_sat/vB,six_hour_block_sat/vB,day_block_sat/vB,mempool_mean_fee,mempool_mean_vBytes,month,day,hour,minute
661107,13013.988419872992,8262.249999999998,1.0,1.0,1329.641310930252,14.874642857142856,15.037122969837586,1.0,1.0,9.553653016292382e-05,204.63163254073098,12,12,19,37
661108,13677.545086705202,2409.0524109014677,738.8333333333334,1.0,756.2841310501099,12.271164021164019,0.7500000000000001,0.25,1.0,8.179437856611263e-05,228.75425452741254,12,12,19,49
661109,20906.79537572254,5589.500000000001,1.0,2597.7975206611577,868.9080588817596,10.121076233183857,0.3142857142857143,1.0,0.2533632286995516,0.0001232735370217451,249.87864024222404,12,12,20,4
661110,21723.666666666664,5661.82857142857,1.0,1.0,692.8744790554047,18.09557522123894,17.330016816143498,1.0,1.0,7.859154809843401e-05,351.6848769574944,12,12,20,15
661111,14323.618715083796,8257.78417266187,1.0,2685.5296610169494,320.40923500061035,8.626546615641068,5.275609756097562,1.0,0.2537764350453172,7.319435132032146e-05,311.3868637581324,12,12,20,21
661112,13160.881770145312,9696.08536585366,1.0,1.0,865.0311419963837,10.044843049327353,7.190708705357142,1.0,1.0,8.394912671755726e-05,224.78603816793893,12,12,20,35
661113,13906.555555555553,5757.612903225807,1.0,1.0,504.5131690502167,7.537519142419602,5.2691839220462855,1.0,1.0,7.678950290275763e-05,263.94158200290275,12,12,20,44
661114,13078.42995689655,7009.807692307691,985.2527472527472,2765.622807017544,479.3678078651428,9.596791900824211,1.8251670378619156,0.25282926681358786,0.2526455026455027,7.100427823485416e-05,247.6744483919222,12,12,20,52
661115,13285.641604010025,7249.639534883719,926.1363636363635,2870.8904109589043,186.33290195465088,9.583831435240857,7.894977168949771,0.25261780104712045,0.2526132404181185,5.940044034818228e-05,298.63668714797745,12,12,20,55
661116,17966.310679611648,12476.803030303034,1.0,2936.7117647058826,49.584206104278564,5.655531580840109,9.972388955582232,1.0,0.2515969854656379,5.3534636233951495e-05,348.6248038516405,12,12,20,56
661117,15799.531177829098,8366.532258064513,687.525,1901.7453416149067,611.0067849159241,9.839735316519974,5.549549549549551,0.2513440860215054,0.2514492875386477,9.808770947533281e-05,185.60947533281126,12,12,21,6
661118,11831.118055555555,15263.59375,728.6216216216217,2096.520833333333,200.66234517097473,9.611940298507461,11.793964077855165,0.25112107623318386,0.2511363871154363,5.9627289423685874e-05,256.4509499683343,12,12,21,9
661119,15763.09869083585,4920.764705882353,819.4107142857142,1626.9320388349513,430.1658728122711,6.8557390094490716,3.293800539083558,0.250514364244962,0.25062508057171606,0.00011032729888432178,211.1856723429243,12,12,21,16
661120,19062.570802919712,8561.57142857143,744.4318181818182,1152.263736263736,311.24712204933167,8.164588889668725,7.873015873015873,0.25000874003635853,0.2506291024099258,0.00012539124610591902,231.81277258566976,12,12,21,21
661121,16736.628930817613,8058.51724137931,1.0,1.0,714.5108320713043,13.139841688654354,5.226775956284153,1.0,1.0,0.00014698562411347515,162.97271276595743,12,12,21,33
661122,11142.246753246753,12242.190476190477,1.0,1.0,460.4994819164276,5.275609756097562,1.930678466076696,1.0,1.0,0.00010337846378931968,172.2490124359912,12,12,21,41
661123,13857.469682835821,7531.400000000001,544.7499999999999,1.0,1013.3190200328827,6.528761061946903,10.045385779122542,0.2500229463056448,1.0,0.00012976827083333335,93.80337499999999,12,12,21,58
661124,12256.42866847826,11377.599999999997,1.0,1.0,1473.306890964508,19.445058199733204,19.98955223880597,1.0,1.0,0.00011437479020979021,107.99153554778555,12,12,22,22
661125,15513.87818336163,2728.4835526315787,1.0,1.0,1243.415006160736,10.510443864229764,0.8072164948453607,1.0,1.0,0.0001156892504307869,73.82435381964389,12,12,22,43
661126,18101.47509578544,12246.651162790698,1.0,1.0,120.36773490905762,14.118086696562033,12.88888888888889,1.0,1.0,0.00014305759615384616,195.77253605769232,12,12,22,45
661127,24246.429090909085,27817.071428571428,1.0,1.0,418.8023180961609,18.09557522123894,18.022129715882627,1.0,1.0,0.000245821724137931,56.17258620689655,12,12,22,52
